Customer ID,AllConnect,Budget Billing,Autopay,Self-Service Registered,Mobile App Download,eBill,Digital Channel Usage,AI Chatbot,Green Score
US00015064,False,False,True,False,True,True,True,False,5.5
US00015065,False,True,True,False,True,True,True,False,6.0
US00015066,False,False,False,False,True,True,False,False,3.0
US00015067,True,False,True,False,True,False,False,False,2.5
US00015068,True,True,False,False,True,True,True,False,5.5
US00015069,False,False,False,False,True,True,False,True,3.5
US00015070,False,True,True,False,True,True,True,True,6.5
US00015071,False,True,True,False,True,False,False,True,3.0
US00015072,False,False,True,False,True,True,False,False,4.0
US00015073,False,False,True,False,False,True,False,False,3.0
US00015074,True,True,True,True,True,True,True,True,8.0
US00015075,False,False,True,False,True,True,False,False,4.0
US00015076,True,False,True,False,True,True,False,True,5.0
US00015077,False,False,True,False,False,True,False,True,3.5
US00015078,False,False,False,False,True,True,True,False,4.5
US00015079,False,True,True,False,False,True,True,False,5.0
US00015080,False,True,True,False,False,True,False,False,3.5
US00015081,False,True,True,True,True,False,False,False,3.5
US00015082,True,True,True,False,True,True,True,False,6.5
US00015083,True,True,True,True,True,True,True,False,7.5
US00015084,False,False,True,False,False,True,True,False,4.5
US00015085,True,True,False,False,True,True,False,False,4.0
US00015086,False,True,False,False,True,True,True,False,5.0
US00015087,True,False,False,False,False,False,True,False,2.0
US00015088,False,True,True,False,True,True,True,True,6.5
US00015089,True,True,True,False,True,True,False,True,5.5
US00015090,False,True,True,True,False,True,False,False,4.5
US00015091,False,False,False,True,True,False,True,False,3.5
US00015092,False,False,True,False,True,True,True,False,5.5
US00015093,False,True,False,False,True,True,True,False,5.0
US00015094,False,False,True,True,True,True,True,True,7.0
US00015095,False,True,True,False,False,False,True,False,3.0
US00015096,False,True,True,False,True,True,True,True,6.5
US00015097,False,False,False,True,True,False,True,True,4.0
US00015098,False,True,True,True,False,True,True,False,6.0
US00015099,True,True,True,False,False,True,False,False,4.0
US00015100,False,False,False,False,True,True,True,True,5.0
US00015101,False,False,True,False,True,True,False,False,4.0
US00015102,False,False,True,False,True,False,True,False,3.5
US00015103,True,True,False,True,False,True,False,False,4.0
US00015104,False,False,True,False,False,False,False,False,1.0
US00015105,False,True,True,False,True,False,False,False,2.5
US00015106,False,False,True,False,False,False,False,True,1.5
US00015107,False,True,True,False,False,True,False,False,3.5
US00015108,False,True,False,True,True,True,True,True,6.5
US00015109,False,False,False,False,True,True,False,False,3.0
US00015110,False,False,True,False,True,True,False,False,4.0
US00015111,True,False,True,False,False,True,True,False,5.0
US00015112,True,False,True,False,True,True,True,False,6.0
US00015113,False,False,True,True,True,True,False,True,5.5
US00015114,False,False,True,False,True,True,True,True,6.0
US00015115,False,True,True,False,True,True,False,False,4.5
US00015116,True,False,False,False,True,False,True,False,3.0
US00015117,False,False,False,True,True,True,True,False,5.5
US00015118,False,False,False,True,False,True,True,True,5.0
US00015119,False,True,False,False,False,True,False,False,2.5
US00015120,True,False,True,False,True,True,False,True,5.0
US00015121,True,False,True,False,True,False,False,False,2.5
US00015122,False,True,False,True,False,False,True,True,3.5
US00015123,False,False,True,False,True,True,False,False,4.0
US00015124,False,False,True,False,True,False,True,False,3.5
US00015125,True,True,False,True,True,True,False,True,5.5
US00015126,True,False,True,False,True,True,True,True,6.5
US00015127,False,False,False,False,False,False,True,False,1.5
US00015128,False,True,True,False,False,False,True,True,3.5
US00015129,False,True,True,False,True,True,True,False,6.0
US00015130,False,True,True,False,True,True,False,False,4.5
US00015131,False,True,True,False,True,True,False,False,4.5
US00015132,False,True,True,False,True,False,False,True,3.0
US00015133,False,True,False,False,True,True,False,False,3.5
US00015134,True,False,False,True,True,True,False,False,4.5
US00015135,True,False,False,False,True,True,False,False,3.5
US00015136,True,False,True,False,False,False,False,False,1.5
US00015137,True,False,True,True,True,True,True,False,7.0
US00015138,False,True,True,True,True,False,True,False,5.0
US00015139,False,False,True,False,True,True,True,False,5.5
US00015140,False,True,True,False,False,True,False,False,3.5
US00015141,False,False,False,True,True,False,True,False,3.5
US00015142,True,True,False,True,True,True,True,False,6.5
US00015143,True,False,True,False,True,True,True,False,6.0
US00015144,True,False,False,False,True,True,True,True,5.5
US00015145,True,False,True,False,True,False,False,True,3.0
US00015146,False,True,True,False,True,True,True,True,6.5
US00015147,False,True,False,False,True,False,False,False,1.5
US00015148,False,True,True,True,True,True,True,False,7.0
US00015149,False,False,True,False,True,True,False,False,4.0
US00015150,False,True,False,False,True,True,False,False,3.5
US00015151,True,True,True,False,True,True,True,False,6.5
US00015152,False,False,True,False,True,True,True,False,5.5
US00015153,False,False,False,False,True,True,True,False,4.5
US00015154,False,False,True,False,True,True,True,False,5.5
US00015155,False,True,False,False,True,True,False,False,3.5
US00015156,True,True,True,False,True,True,True,False,6.5
US00015157,True,True,True,False,True,False,False,True,3.5
US00015158,False,True,False,False,True,False,False,False,1.5
US00015159,False,False,True,True,False,True,True,False,5.5
US00015160,True,True,False,False,True,True,True,False,5.5
US00015161,False,False,True,True,True,True,True,False,6.5
US00015162,False,False,True,False,True,False,True,True,4.0
US00015163,True,False,True,False,True,True,True,True,6.5
US00015164,True,False,True,False,False,False,False,False,1.5
US00015165,False,False,True,False,True,False,False,True,2.5
US00015166,True,False,True,True,True,True,False,False,5.5
US00015167,False,False,False,False,True,True,False,False,3.0
US00015168,True,True,False,False,False,True,True,False,4.5
US00015169,False,False,True,False,False,False,False,False,1.0
US00015170,True,False,True,False,False,True,True,False,5.0
US00015171,True,False,False,False,True,False,True,False,3.0
US00015172,False,False,True,False,True,False,False,False,2.0
US00015173,False,False,False,True,True,True,True,True,6.0
US00015174,False,False,False,True,False,False,True,False,2.5
US00015175,False,False,True,True,False,True,False,False,4.0
US00015176,False,False,False,True,True,True,False,False,4.0
US00015177,False,False,False,False,False,False,True,True,2.0
US00015178,False,False,True,True,True,True,False,True,5.5
US00015179,True,True,False,True,False,True,False,False,4.0
US00015180,False,False,True,True,True,True,False,False,5.0
US00015181,False,True,True,False,False,True,False,False,3.5
US00015182,True,True,False,False,True,True,False,False,4.0
US00015183,False,False,False,False,False,False,False,True,0.5
US00015184,False,True,True,False,True,True,True,False,6.0
US00015185,True,False,True,False,False,False,True,True,3.5
US00015186,False,True,True,False,True,True,True,False,6.0
US00015187,True,False,True,False,True,True,False,False,4.5
US00015188,False,False,False,False,False,True,False,True,2.5
US00015189,False,True,False,False,True,True,True,False,5.0
US00015190,False,False,True,False,True,False,True,False,3.5
US00015191,False,True,True,False,True,True,True,True,6.5
US00015192,True,False,True,False,False,True,True,False,5.0
US00015193,False,True,True,False,True,False,True,True,4.5
US00015194,True,False,True,False,True,True,False,False,4.5
US00015195,False,True,False,False,False,True,True,False,4.0
US00015196,False,False,True,False,False,False,False,False,1.0
US00015197,True,True,False,False,True,True,True,False,5.5
US00015198,False,False,True,False,False,True,True,False,4.5
US00015199,True,False,True,True,True,True,True,False,7.0
US00015200,False,False,False,False,True,True,False,False,3.0
US00015201,False,False,False,False,True,True,False,False,3.0
US00015202,True,False,False,False,True,True,True,True,5.5
US00015203,True,True,True,False,True,True,False,False,5.0
US00015204,False,False,True,False,True,True,True,False,5.5
US00015205,True,True,True,False,True,True,False,False,5.0
US00015206,True,False,True,False,False,False,False,True,2.0
US00015207,True,False,True,False,False,True,True,True,5.5
US00015208,False,False,True,False,True,True,False,True,4.5
US00015209,False,False,True,True,True,True,False,False,5.0
US00015210,False,False,True,True,True,True,False,True,5.5
US00015211,False,True,True,False,False,True,True,False,5.0
US00015212,False,False,False,False,False,True,True,False,3.5
US00015213,False,True,True,False,True,True,False,False,4.5
US00015214,True,False,True,False,True,True,True,False,6.0
US00015215,False,True,True,True,False,False,False,False,2.5
US00015216,False,False,True,True,False,False,True,False,3.5
US00015217,True,True,False,False,False,True,False,True,3.5
US00015218,False,True,False,False,True,True,True,False,5.0
US00015219,False,False,True,False,True,True,False,False,4.0
US00015220,True,False,True,False,True,False,False,False,2.5
US00015221,False,True,False,True,True,False,False,False,2.5
US00015222,False,False,True,False,True,False,True,False,3.5
US00015223,False,True,True,False,True,True,False,False,4.5
US00015224,False,True,False,False,False,True,False,False,2.5
US00015225,True,True,True,False,True,True,False,False,5.0
US00015226,False,False,True,True,True,False,True,False,4.5
US00015227,False,False,False,True,True,True,True,False,5.5
US00015228,False,True,True,False,False,True,True,True,5.5
US00015229,False,True,True,False,False,True,True,True,5.5
US00015230,True,False,True,False,True,False,True,True,4.5
US00015231,False,False,True,False,True,False,True,True,4.0
US00015232,False,True,True,False,True,False,False,True,3.0
US00015233,False,True,True,False,True,True,False,True,5.0
US00015234,False,False,True,False,True,True,True,True,6.0
US00015235,True,False,True,False,True,False,True,False,4.0
US00015236,False,False,True,False,True,True,False,False,4.0
US00015237,False,False,True,True,True,True,True,True,7.0
US00015238,True,True,True,False,True,True,False,False,5.0
US00015239,True,False,True,False,True,True,True,True,6.5
US00015240,True,False,False,False,True,True,True,False,5.0
US00015241,False,True,True,True,True,True,False,False,5.5
US00015242,False,False,False,False,True,True,False,False,3.0
US00015243,False,True,True,False,True,True,False,True,5.0
US00015244,False,False,True,True,True,True,False,False,5.0
US00015245,False,True,True,False,False,False,True,False,3.0
US00015246,False,True,True,False,True,True,False,True,5.0
US00015247,False,False,False,True,True,True,False,True,4.5
US00015248,False,True,True,False,False,True,False,True,4.0
US00015249,True,False,False,True,True,True,False,False,4.5
US00015250,True,True,False,False,False,False,False,False,1.0
US00015251,True,True,True,False,False,True,True,True,6.0
US00015252,False,True,True,True,False,False,False,True,3.0
US00015253,False,True,True,False,True,True,False,False,4.5
US00015254,True,False,True,True,False,True,True,False,6.0
US00015255,True,True,True,True,True,False,True,False,5.5
US00015256,False,False,True,True,True,True,False,False,5.0
US00015257,False,False,True,False,True,False,True,False,3.5
US00015258,False,False,False,False,True,False,False,False,1.0
US00015259,False,False,False,False,True,False,False,False,1.0
US00015260,True,True,True,False,True,False,True,False,4.5
US00015261,False,True,True,False,True,True,True,True,6.5
US00015262,True,True,True,True,True,True,True,False,7.5
US00015263,False,True,False,False,True,True,False,False,3.5
US00015264,True,True,False,False,True,True,False,False,4.0
US00015265,False,True,False,True,True,True,False,False,4.5
US00015266,False,False,False,False,False,False,True,False,1.5
US00015267,True,True,False,False,True,True,False,False,4.0
US00015268,False,False,True,False,False,False,False,True,1.5
US00015269,False,True,True,False,True,False,False,False,2.5
US00015270,True,True,False,True,False,True,True,False,5.5
US00015271,False,True,True,False,False,True,True,True,5.5
US00015272,False,True,True,False,False,True,False,False,3.5
US00015273,False,False,False,False,True,False,False,True,1.5
US00015274,True,False,True,False,False,False,True,False,3.0
US00015275,False,True,True,True,True,True,True,True,7.5
US00015276,True,False,False,False,True,True,False,False,3.5
US00015277,False,True,True,False,True,True,True,True,6.5
US00015278,False,False,False,True,True,False,True,False,3.5
US00015279,False,False,False,False,False,False,False,True,0.5
US00015280,False,True,True,False,False,True,False,True,4.0
US00015281,False,True,True,False,False,False,False,False,1.5
US00015282,False,True,True,True,True,True,True,False,7.0
US00015283,True,True,True,True,True,True,True,False,7.5
US00015284,False,True,True,False,True,True,False,False,4.5
US00015285,False,False,True,True,True,True,False,True,5.5
US00015286,True,True,False,False,True,True,False,False,4.0
US00015287,False,False,True,False,True,False,False,True,2.5
US00015288,False,False,False,False,True,False,True,False,2.5
US00015289,False,True,True,False,True,True,False,False,4.5
US00015290,True,True,True,False,True,True,False,True,5.5
US00015291,True,True,True,False,True,True,True,True,7.0
US00015292,True,True,True,False,False,False,False,True,2.5
US00015293,False,False,False,False,True,False,False,False,1.0
US00015294,False,True,False,False,True,True,True,False,5.0
US00015295,False,True,True,True,True,True,False,False,5.5
US00015296,True,True,False,False,True,False,False,False,2.0
US00015297,True,False,False,True,True,True,True,True,6.5
US00015298,False,False,True,False,True,True,False,False,4.0
US00015299,False,True,False,False,True,False,True,False,3.0
US00015300,False,True,True,False,False,True,True,False,5.0
US00015301,True,False,True,True,True,True,True,False,7.0
US00015302,False,True,True,True,True,False,True,True,5.5
US00015303,False,False,True,False,True,False,True,True,4.0
US00015304,False,False,True,False,True,True,True,True,6.0
US00015305,True,True,False,False,True,False,False,False,2.0
US00015306,False,True,True,False,False,False,True,True,3.5
US00015307,False,True,True,False,False,False,False,False,1.5
US00015308,False,False,True,False,False,False,True,False,2.5
US00015309,False,True,True,True,False,False,False,False,2.5
US00015310,True,True,True,False,False,True,False,False,4.0
US00015311,False,True,True,False,True,False,True,True,4.5
US00015312,False,False,True,False,True,True,False,False,4.0
US00015313,False,True,True,False,True,True,False,True,5.0
US00015314,False,False,False,True,False,True,False,True,3.5
US00015315,False,False,False,False,True,True,True,True,5.0
US00015316,False,False,False,False,False,True,False,False,2.0
US00015317,False,True,True,False,False,True,True,False,5.0
US00015318,True,True,True,True,False,True,True,True,7.0
US00015319,True,True,True,False,True,True,False,True,5.5
US00015320,True,False,True,True,True,False,False,False,3.5
US00015321,True,True,False,False,True,True,False,False,4.0
US00015322,False,True,True,False,False,True,True,False,5.0
US00015323,False,True,True,True,False,True,True,False,6.0
US00015324,False,False,True,False,True,True,True,False,5.5
US00015325,True,True,True,True,True,True,True,True,8.0
US00015326,False,False,True,False,False,True,False,False,3.0
US00015327,False,True,True,False,False,True,False,False,3.5
US00015328,False,True,True,False,True,True,False,True,5.0
US00015329,False,False,True,False,True,True,True,True,6.0
US00015330,False,False,True,False,True,True,True,False,5.5
US00015331,False,False,True,True,True,True,True,True,7.0
US00015332,False,True,True,False,True,False,False,True,3.0
US00015333,False,True,True,False,False,True,False,True,4.0
US00015334,False,True,True,False,False,True,True,False,5.0
US00015335,False,True,True,True,True,True,True,False,7.0
US00015336,False,True,True,True,False,True,True,True,6.5
US00015337,False,True,True,False,False,True,True,False,5.0
US00015338,False,True,True,True,True,False,True,False,5.0
US00015339,False,True,True,False,True,True,True,False,6.0
US00015340,True,False,True,False,True,True,False,False,4.5
US00015341,True,True,True,False,True,False,False,False,3.0
US00015342,False,False,True,False,True,False,True,False,3.5
US00015343,True,False,True,True,False,True,True,True,6.5
US00015344,False,True,True,False,True,False,True,False,4.0
US00015345,False,False,True,True,True,True,False,False,5.0
US00015346,True,True,True,False,True,True,True,False,6.5
US00015347,False,False,True,True,True,True,False,False,5.0
US00015348,True,True,True,True,True,True,False,True,6.5
US00015349,False,False,True,True,True,False,True,False,4.5
US00015350,True,False,False,False,True,True,False,True,4.0
US00015351,False,False,True,False,True,True,True,False,5.5
US00015352,False,True,False,False,True,True,False,False,3.5
US00015353,True,True,False,True,True,True,False,False,5.0
US00015354,False,False,False,False,True,True,True,False,4.5
US00015355,True,False,True,False,False,True,False,True,4.0
US00015356,False,False,True,False,False,True,False,False,3.0
US00015357,True,True,False,True,False,True,True,True,6.0
US00015358,False,False,True,False,False,True,False,False,3.0
US00015359,True,False,False,False,True,False,True,False,3.0
US00015360,True,True,True,False,False,False,True,False,3.5
US00015361,True,True,False,False,True,False,False,False,2.0
US00015362,False,True,False,False,True,True,True,True,5.5
US00015363,False,False,False,False,True,False,True,False,2.5
US00015364,False,True,True,False,False,True,True,True,5.5
US00015365,False,False,False,False,True,False,False,True,1.5
US00015366,False,True,True,False,False,True,False,False,3.5
US00015367,True,True,False,False,True,True,True,True,6.0
US00015368,False,False,True,False,True,False,True,False,3.5
US00015369,False,True,True,False,False,True,True,False,5.0
US00015370,False,False,True,False,False,True,False,True,3.5
US00015371,False,True,True,True,False,False,False,False,2.5
US00015372,True,False,False,False,True,True,False,True,4.0
US00015373,False,False,True,True,False,True,True,False,5.5
US00015374,True,True,True,False,True,False,True,False,4.5
US00015375,True,False,False,True,True,True,True,False,6.0
US00015376,False,False,True,False,True,True,True,True,6.0
US00015377,False,False,True,True,False,True,False,True,4.5
US00015378,False,False,False,True,True,True,False,False,4.0
US00015379,False,True,True,False,False,True,True,True,5.5
US00015380,True,True,True,False,False,False,True,False,3.5
US00015381,False,True,True,False,True,True,True,False,6.0
US00015382,False,False,True,False,False,True,True,False,4.5
US00015383,False,True,True,True,True,False,False,False,3.5
US00015384,False,True,False,False,False,False,True,False,2.0
US00015385,False,True,True,False,False,True,False,False,3.5
US00015386,False,False,True,True,True,True,False,False,5.0
US00015387,False,False,True,False,True,True,False,True,4.5
US00015388,False,False,True,False,True,True,False,False,4.0
US00015389,False,True,True,True,False,False,True,False,4.0
US00015390,False,False,True,True,True,True,True,True,7.0
US00015391,False,True,True,True,True,False,False,False,3.5
US00015392,True,False,True,False,False,False,True,False,3.0
US00015393,True,True,True,False,True,True,True,False,6.5
US00015394,False,True,False,True,False,True,True,False,5.0
US00015395,False,True,True,False,False,True,False,True,4.0
US00015396,False,True,True,True,True,True,False,False,5.5
US00015397,False,True,True,False,False,True,False,True,4.0
US00015398,False,True,True,True,False,False,True,False,4.0
US00015399,True,True,True,False,True,False,True,False,4.5
US00015400,False,True,False,False,True,True,False,True,4.0
US00015401,True,False,False,False,True,False,True,False,3.0
US00015402,False,True,True,False,False,False,False,False,1.5
US00015403,False,True,True,False,True,True,False,False,4.5
US00015404,True,False,True,True,True,False,False,False,3.5
US00015405,True,True,True,False,False,True,True,False,5.5
US00015406,True,False,True,False,True,True,False,True,5.0
US00015407,False,False,False,False,True,True,False,False,3.0
US00015408,False,True,True,False,True,True,False,False,4.5
US00015409,True,False,True,False,True,True,True,False,6.0
US00015410,True,True,True,False,True,False,True,False,4.5
US00015411,False,True,True,False,True,True,True,False,6.0
US00015412,False,True,False,True,True,False,True,False,4.0
US00015413,True,False,True,False,True,False,False,False,2.5
US00015414,True,False,False,False,True,True,False,False,3.5
US00015415,False,True,False,False,False,True,True,True,4.5
US00015416,False,True,True,False,True,True,False,True,5.0
US00015417,False,False,False,True,True,False,True,True,4.0
US00015418,False,True,False,True,True,True,True,True,6.5
US00015419,False,False,False,False,False,True,True,False,3.5
US00015420,True,False,True,True,True,True,True,True,7.5
US00015421,True,True,True,False,False,True,True,False,5.5
US00015422,False,False,False,True,True,True,False,False,4.0
US00015423,True,False,True,False,True,True,True,False,6.0
US00015424,True,True,False,False,True,False,False,False,2.0
US00015425,False,False,True,False,True,True,True,False,5.5
US00015426,True,False,True,True,True,True,False,False,5.5
US00015427,False,True,False,False,False,False,False,False,0.5
US00015428,False,True,True,False,True,True,True,False,6.0
US00015429,False,False,True,False,False,True,True,True,5.0
US00015430,False,False,True,True,True,True,True,True,7.0
US00015431,False,True,False,True,True,True,True,True,6.5
US00015432,False,True,True,True,True,True,True,False,7.0
US00015433,True,True,False,True,True,True,False,True,5.5
US00015434,True,False,True,False,True,True,False,True,5.0
US00015435,False,True,True,False,True,True,True,False,6.0
US00015436,False,True,True,False,True,True,True,False,6.0
US00015437,False,False,True,True,False,True,True,True,6.0
US00015438,False,True,True,False,True,True,False,False,4.5
US00015439,False,True,True,True,True,True,False,False,5.5
US00015440,False,False,False,False,True,True,False,True,3.5
US00015441,False,False,True,False,True,True,True,False,5.5
US00015442,False,True,True,True,False,True,False,False,4.5
US00015443,True,True,True,False,True,True,False,False,5.0
US00015444,False,True,True,False,True,False,True,False,4.0
US00015445,True,True,True,False,True,True,True,False,6.5
US00015446,False,True,True,False,True,True,False,False,4.5
US00015447,False,True,True,True,True,True,False,False,5.5
US00015448,False,True,True,True,False,True,False,False,4.5
US00015449,False,True,False,False,True,True,False,False,3.5
US00015450,False,False,True,False,True,True,False,False,4.0
US00015451,True,False,True,False,True,True,False,True,5.0
US00015452,True,False,True,False,True,False,False,False,2.5
US00015453,False,False,True,False,True,False,False,True,2.5
US00015454,False,False,True,True,True,True,True,False,6.5
US00015455,False,False,True,False,True,True,True,True,6.0
US00015456,False,False,False,False,True,True,True,True,5.0
US00015457,True,True,True,True,True,True,False,True,6.5
US00015458,False,True,False,True,True,True,True,False,6.0
US00015459,False,True,True,True,True,True,True,True,7.5
US00015460,False,False,False,False,True,False,True,False,2.5
US00015461,True,True,True,False,True,True,True,False,6.5
US00015462,False,True,False,False,True,True,False,False,3.5
US00015463,True,False,True,False,False,True,False,False,3.5
US00015464,False,False,False,False,True,True,True,False,4.5
US00015465,False,True,True,False,True,True,True,True,6.5
US00015466,False,True,True,False,False,True,False,False,3.5
US00015467,False,False,True,False,False,True,True,False,4.5
US00015468,False,False,True,True,True,True,True,False,6.5
US00015469,False,True,True,False,False,True,False,True,4.0
US00015470,False,False,True,False,True,False,False,False,2.0
US00015471,False,False,False,False,True,True,True,True,5.0
US00015472,False,True,True,False,True,True,True,False,6.0
US00015473,True,True,True,False,True,True,True,True,7.0
US00015474,False,True,False,False,False,True,True,True,4.5
US00015475,True,False,True,False,False,True,False,False,3.5
US00015476,False,True,True,False,True,False,False,False,2.5
US00015477,False,False,False,True,True,True,False,True,4.5
US00015478,False,True,True,True,True,True,True,False,7.0
US00015479,False,False,False,False,True,True,False,True,3.5
US00015480,False,True,True,True,True,True,True,False,7.0
US00015481,True,True,False,False,True,True,True,False,5.5
US00015482,True,False,False,False,True,True,False,True,4.0
US00015483,True,True,True,True,False,False,False,False,3.0
US00015484,False,False,True,False,True,True,False,False,4.0
US00015485,True,False,True,False,False,False,True,False,3.0
US00015486,False,False,True,True,False,True,True,False,5.5
US00015487,False,True,False,True,False,True,False,False,3.5
US00015488,True,True,False,False,True,True,False,False,4.0
US00015489,True,False,True,True,False,True,False,False,4.5
US00015490,True,True,True,False,True,True,True,False,6.5
US00015491,False,True,False,False,True,False,False,False,1.5
US00015492,False,True,True,True,True,False,False,True,4.0
US00015493,False,True,False,False,True,True,True,False,5.0
US00015494,False,False,True,False,True,True,True,False,5.5
US00015495,False,True,True,False,True,True,False,True,5.0
US00015496,False,True,True,False,False,False,False,False,1.5
US00015497,True,True,False,False,False,False,True,False,2.5
US00015498,False,False,True,False,True,True,True,False,5.5
US00015499,False,False,True,False,True,False,False,False,2.0
US00015500,True,True,True,False,False,False,True,False,3.5
US00015501,False,False,True,False,True,True,False,False,4.0
US00015502,True,True,True,True,True,True,False,False,6.0
US00015503,False,True,True,False,True,True,True,False,6.0
US00015504,False,False,True,True,False,False,True,False,3.5
US00015505,False,True,True,False,True,False,True,False,4.0
US00015506,False,False,True,False,False,True,True,False,4.5
US00015507,False,False,True,True,False,True,False,False,4.0
US00015508,False,False,False,False,True,True,True,False,4.5
US00015509,False,True,True,False,True,True,True,False,6.0
US00015510,True,True,False,False,False,True,False,False,3.0
US00015511,False,True,True,True,False,True,False,False,4.5
US00015512,False,True,False,False,True,False,False,False,1.5
US00015513,True,True,True,False,False,True,False,False,4.0
US00015514,True,False,True,False,True,False,False,False,2.5
US00015515,True,True,False,False,True,True,True,False,5.5
US00015516,False,True,False,True,True,True,True,False,6.0
US00015517,False,True,True,False,False,True,False,True,4.0
US00015518,False,False,True,False,False,True,True,False,4.5
US00015519,True,True,True,True,False,True,False,False,5.0
US00015520,False,True,True,False,False,True,True,False,5.0
US00015521,False,False,False,True,True,True,False,False,4.0
US00015522,False,False,True,False,True,True,True,False,5.5
US00015523,True,True,False,False,True,False,False,False,2.0
US00015524,False,False,False,True,False,True,True,False,4.5
US00015525,True,False,True,False,True,True,False,False,4.5
US00015526,False,True,True,False,True,False,True,False,4.0
US00015527,False,True,True,False,True,True,False,False,4.5
US00015528,True,False,True,False,False,False,True,False,3.0
US00015529,False,False,True,False,True,True,True,True,6.0
US00015530,False,False,False,False,True,False,False,True,1.5
US00015531,True,True,True,False,False,True,False,False,4.0
US00015532,False,True,False,True,True,True,True,False,6.0
US00015533,False,False,False,False,True,False,False,False,1.0
US00015534,False,False,True,True,True,False,False,False,3.0
US00015535,False,True,False,False,False,True,True,False,4.0
US00015536,False,False,False,False,True,True,True,False,4.5
US00015537,False,True,True,False,True,True,True,True,6.5
US00015538,False,False,True,True,True,True,False,False,5.0
US00015539,False,True,True,False,True,True,False,False,4.5
US00015540,False,True,True,True,True,True,True,True,7.5
US00015541,False,False,True,False,False,True,False,True,3.5
US00015542,False,False,False,False,True,True,True,False,4.5
US00015543,False,True,True,True,True,False,False,False,3.5
US00015544,True,True,False,False,True,True,False,False,4.0
US00015545,False,False,False,True,True,True,True,False,5.5
US00015546,False,False,True,False,True,True,True,False,5.5
US00015547,False,False,True,True,True,True,False,False,5.0
US00015548,False,True,True,True,True,False,True,False,5.0
US00015549,False,False,True,False,False,False,True,False,2.5
US00015550,False,True,True,True,False,False,False,False,2.5
US00015551,False,True,True,True,False,False,True,False,4.0
US00015552,False,True,True,False,True,True,False,False,4.5
US00015553,True,False,True,False,True,True,True,False,6.0
